Title,WorkoutType,WorkoutDescription,PlannedDuration,PlannedDistanceInMeters,WorkoutDay,CoachComments,DistanceInMeters,PowerAverage,PowerMax,Energy,AthleteComments,TimeTotalInHours,VelocityAverage,VelocityMax,CadenceAverage,CadenceMax,HeartRateAverage,HeartRateMax,TorqueAverage,TorqueMax,IF,TSS,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,HRZone8Minutes,HRZone9Minutes,HRZone10Minutes,PWRZone1Minutes,PWRZone2Minutes,PWRZone3Minutes,PWRZone4Minutes,PWRZone5Minutes,PWRZone6Minutes,PWRZone7Minutes,PWRZone8Minutes,PWRZone9Minutes,PWRZone10Minutes,Rpe,Feeling
Lap Swimming,Swim,"This pace changer swim workout blends steady, technique-focused swimming with shorter, sharper intervals that are designed to get you working harder while concentrating on one or two aspects of your stroke mechanics. Use the first 500 as a gentle warm-up swim, where you gradually build effort from low to moderate (no more than 5-6/10 RPE, rate of perceived exertion). The 4 x 125 should see an increase in effort (7/10 RPE) while also focusing on one part of your stroke you know needs special attention. This could be arm turnover (cadence), head position, kick or breathing. The key here is not to neglect technique once intensity moves up a notch. Stay present! Warm-up 500 easy choice swim, 4 x 125 increased effort (7/10 RPE) Main Set 400 pull with buoy, 4 x 100 freestyle swim (7-8/10 RPE) on an interval that gives 10 seconds rest 300 paddles, 4 x 75 freestyle swim (8/10 RPE) on an interval that gives 5-10 seconds rest 200 paddles and buoy, 4 x 50 freestyle swim (8-9/10 RPE) with the first 15 yards/meters fast/max effort, on an interval that gives 5 seconds rest. Cooldown 100 choice, 4 x 25 easy swim: include some backstroke in here.",0.5,,2019-09-03,,1645.919189,,,,,0.389565002,1.173197876,,26,,,,,,1.026785778,42.17,,,,,,,,,,,,,,,,,,,,,,
,Day Off,Move into new House,,,2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Shakeout Ride,1,,2019-09-05,,34368.89844,245,484,871.381,,0.9879058,9.663999557,,87,,,,,,0.869254167,73.71,,,,,,,,,,,6,10,21,16,5,1,,,,,,
Lap Swimming,Swim,24 x 100,0.5,,2019-09-06,,2194.55957,,,,,0.512237502,1.189573435,,26,,,,,,1.041183489,57.82,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Aerobic endurance spin on the roadie,1,,2019-09-06,,26561.92969,174,463,598.549,,0.95458585,7.729000092,,86,,,,,,0.619679782,36.51,,,,,,,,,,,22,27,5,2,1,0,,,,,,
Cycling,Bike,Final Long Ride,1,,2019-09-07,,30636.96094,188,712,720.685,,1.065101385,7.989999771,,87,,,,,,0.719769906,54.82,,,,,,,,,,,23,14,13,8,3,3,,,,,,
Cycling,Bike,,1.5,,2019-09-08,,48266.64063,257,579,1270.362,,1.374263406,9.755999565,,87,,,,,,0.946454859,122.03,,,,,,,,,,,13,7,16,23,18,6,,,,,,
Lap Swimming,Swim,,,,2019-09-10,,493.7998047,,,,,0.186298057,0.735592854,,21,,,,,,0.644160155,4.98,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-12,,33468.12891,201,498,748.781,,1.034435511,8.987000465,,88,,,,,,0.746633085,57.45,,,,,,,,,,,15,23,13,9,2,0,,,,,,
Lap Swimming,Swim,,,,2019-09-13,,1371.599365,,,,,0.314821669,1.209220411,,24,,,,,,1.05879999,37.37,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-14,,13406.49023,224,567,343.19,,0.425320268,8.755999565,,90,,,,,,0.80020684,26.5,,,,,,,,,,,5,6,8,4,2,1,,,,,,
Cycling,Bike,,,,2019-09-15,,5628.52002,,,,,0.644276142,2.427000046,,,,101,125,,,0.583994584,24.08,34,5,0,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-15,,92373.35938,240,632,2029.914,,2.361159325,10.86699963,,89,,,,,,0.852301251,171.16,,,,,,,,,,,31,14,30,35,19,12,,,,,,
Cycling,Bike,,,,2019-09-16,,20631.36914,173,484,562.461,,0.905369222,6.329999924,,80,,,,,,0.628309445,35.72,,,,,,,,,,,17,30,5,1,1,0,,,,,,
,Swim,Recovery,,,2019-09-17,,914.3999986,,,,,0.25,1.015999998,,,,,,,,0.888888889,17.56,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-17,,22495.13086,189,895,662.941,,0.974711359,6.410999775,,80,,,,,,0.728331261,51.31,,,,,,,,,,,18,16,16,5,2,1,,,,,,
Cycling,Bike,,,,2019-09-18,,22778.16016,216,557,732.267,,0.943445563,6.706999779,,82,,,,,,0.824554079,63.48,,,,,,,,,,,14,14,13,8,4,3,,,,,,
Cycling,Bike,,,,2019-09-19,,26088.86914,208,663,819.479,,1.092207551,6.635000229,,83,,,,,,0.767965939,63.67,,,,,,,,,,,16,21,18,6,2,2,,,,,,
Cycling,Bike,,,,2019-09-20,,26209.55078,202,709,785.772,,1.079326391,6.744999886,,83,,,,,,0.791657039,67.13,,,,,,,,,,,21,17,13,5,4,4,,,,,,
Cycling,Bike,,,,2019-09-21,,13829.26953,,,,,0.819434166,4.688000202,,,,118,155,,,0.613090952,33.95,22,24,3,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-23,,23498.38086,182,721,669.625,,1.023653626,6.375999928,,81,,,,,,0.709081665,51.03,,,,,,,,,,,24,24,7,4,2,2,,,,,,
,Swim,Recovery swim,,,2019-09-24,,1554.479998,,,,,0.4,1.079499998,,,,,,,,0.944444444,33.7,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-24,,30776.61914,,,,,1.595010877,5.360000134,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-25,,28333.83984,186,738,808.934,,1.208339214,6.513000011,,82,,,,,,0.688338811,57.38,,,,,,,,,,,23,30,14,4,2,1,,,,,,
Cycling,Bike,,,,2019-09-26,,26209.76953,211,685,807.293,,1.064516425,6.839000225,,84,,,,,,0.783431028,64.86,,,,,,,,,,,15,19,17,7,3,2,,,,,,
Cycling,Bike,,,,2019-09-27,,9182.660156,173,514,201.324,,0.32449916,7.861000061,,82,,,,,,0.665744579,14.04,,,,,,,,,,,7,9,2,1,1,0,,,,,,
Cycling,Bike,,,,2019-09-27,,23236.67969,,,,,1.267585039,5.092000008,,,,107,135,,,0.589944085,75,58,18,0,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-09-30,,24935.50977,197,559,778.951,,1.100916147,6.291999817,,82,,,,,,0.736896197,59.61,,,,,,,,,,,17,26,15,4,2,2,,,,,,
Lap Swimming,Swim,,,,2019-10-01,,914.3995972,,,,,0.222871946,1.138702319,,22,,,,,,0.997084329,22.09,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-02,,25079.58008,196,551,738.289,,1.048180223,6.645999908,,82,,,,,,0.749841182,58.77,,,,,,,,,,,19,22,13,4,3,2,,,,,,
Cycling,Bike,,,,2019-10-04,,27114.5293,,,,,1.503241897,5.010000229,,,,135,179,,,0.659180413,100,5,56,23,5,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-07,,29075.74,,,,,1.644444444,4.911442568,,,,121,171,,,0.610682393,90,32,59,8,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-09,,27408.17969,,,,,1.429479957,5.326000214,,,,135,167,,,0.659296533,100,7,51,27,1,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-10,,24965.91992,209,944,786.986,,1.04587388,6.631000042,,83,,,,,,0.834107437,72.21,,,,,,,,,,,19,17,10,7,5,5,,,,,,
Cycling,Bike,,,,2019-10-11,,50230.32031,181,524,1140.974,,1.752393723,7.961999893,,86,,,,,,0.655941179,75.45,,,,,,,,,,,35,51,13,4,1,1,,,,,,
Cycling,Bike,,,,2019-10-15,,33922.60938,,,,,1.776397467,5.304999828,,,,128,174,,,0.6368985,100,22,66,13,6,0,,,,,,,,,,,,,,,,,
Indoor Cycling,Bike,,,,2019-10-17,,0,,,,,0.753930509,0,,,,120,136,,,0.602740976,40,11,34,0,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-18,,32675.67969,,,,,1.716697216,5.287000179,,,,126,158,,,0.614374164,100,21,72,10,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-19,,23618.55078,,,,,1.228164196,5.342000008,,,,126,172,,,0.615202428,70,14,53,6,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-21,,25077.75977,202,644,776.208,,1.069633007,6.513000011,,83,,,,,,0.755028414,60.83,,,,,,,,,,,17,20,16,6,2,3,,,,,,
,Run,"Run a mile, walk 90 seconds",,,2019-10-22,,3621.02512,,,,,0.333333333,3.017520934,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-23,,24855.92969,200,585,756.346,,1.05271554,6.559000015,,83,,,,,,0.767867171,61.73,,,,,,,,,,,19,22,10,7,3,3,,,,,,
Cycling,Bike,,,,2019-10-24,,29615.80078,,,,,1.528410554,5.381999969,,,,127,163,,,0.612991592,100,16,68,7,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-10-25,,24936.51953,207,802,760.582,,1.025329232,6.756000042,,84,,,,,,0.781930557,62.46,,,,,,,,,,,18,17,13,7,4,3,,,,,,
Cycling,Bike,,,,2019-10-26,,25825.91992,,,,,1.358160019,5.282000065,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,
